# generated by tools/build_script_edges.py - do not hand-edit
# edges=1171
-2142374854	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2132728905	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2128976183	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2122682556	1759053294	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2122532810	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2120322883	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2117255138	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2113113839	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2093139794	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2093005534	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2088437090	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2087497758	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2084701667	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2075236675	-584529203	Script_CarriageData.ColliderPrefab
-2075236675	758863294	Script_CarriageData.DespawnBuff
-2075236675	1084521444	Script_CarriageData.ConnectBuff
-2072930723	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2070120080	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2059503476	-588181266	Throw_Prefabs_To_Spawn.Value
-2039908510	-190654335	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2029999606	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2026589971	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2025101517	734435586	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2024489020	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2022961306	-633202440	AbilityThrowMultipleWithSpreadOnTick_DataServer.NewThrowEntity
-2022124892	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2016984283	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2013903325	-726799934	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2010324894	530364652	BloodBuff_Corruption_SpawnUnitOnCast_DataShared.PrefabType
-2006858566	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2005881662	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2004716642	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2003925881	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-2000859158	744300418	Script_Demount_DataServer.DemountSpellType
-1996942061	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1992158531	-1096120792	TeleportOutOfDraculaOnDeath_DataShared.TeleportBuff
-1990152390	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1986302834	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1985503763	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1971857623	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1968372384	-237898435	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1963794511	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1951743028	1270706044	ForceCastOnGameplayEvent.ForceCastAbility
-1949816617	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1945090025	-458867587	Throw_Prefabs_To_Spawn.Value
-1944735586	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1942352521	-1781284090	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1940194776	332296669	Script_SommelierHorizontalBarrels_DataServer.SpawnEntity
-1939721641	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1938449679	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1936575244	1853113733	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1936451181	744300418	Script_Demount_DataServer.DemountSpellType
-1932733299	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1932051338	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1927128094	522109406	Script_ApplyBuffOnAllWithBuff_Cast_DataServer.BuffToApply
-1921424515	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1919124085	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1905691330	-1288467635	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1905544641	1229176670	Script_Buff_ApplyNewBuffOnOwnerDeath_DataServer.Buff
-1900411265	-1127890719	Script_ProfessorProjectileOnGameplayEvent_DataServer.NewProjectileEntity
-1895052004	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1894293910	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1887056619	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1884710039	-992391256	ForceCastOnGameplayEvent.ForceCastAbility
-1880660691	-2050883182	ForceCastOnGameplayEvent.ForceCastAbility
-1880660691	-793376955	ForceCastOnGameplayEvent.ForceCastAbility
-1877692880	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1876409000	-314385730	Script_ProfessorProjectileOnGameplayEvent_DataServer.NewProjectileEntity
-1870409563	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1866338269	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1863662319	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1860278799	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1858504726	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1857667976	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1848307090	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1847029206	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1845664226	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1842123158	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1841799555	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1840926436	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1829611282	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1822337177	-1333192053	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1814460463	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1812720098	1697972242	AbilityThrowTowardsEventHitTarget_DataServer.NewThrowEntity
-1811290122	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1806255555	394947550	Script_Lucie_ResourceDrop_PotionBuffData_DataServer.PotionBuff
-1805216630	-721205311	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1794508086	-793376955	ForceCastOnGameplayEvent.ForceCastAbility
-1791410055	-1559961505	AbilityThrowMultipleWithSpreadOnTick_DataServer.NewThrowEntity
-1790149989	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1781755513	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1781488171	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1777622178	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1777182058	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1762276771	27585400	ForceCastOnGameplayEvent.ForceCastAbility
-1761526212	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1756991220	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1752769220	-999342671	ForceCastOnGameplayEvent.ForceCastAbility
-1750343583	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1746633144	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1737346940	-1934189109	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1721885814	767809830	Throw_Prefabs_To_Spawn.Value
-1719849142	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1718710437	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1716963543	-660542965	ForceCastOnGameplayEvent.ForceCastAbility
-1705786232	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1704661869	1162403144	Script_ApplyBuffOnAggroListTarget_DataServer.NewBuffEntity
-1701323826	1582196539	Script_GarlicAreaDebuff_DataServer.GarlicFever
-1699898875	928010188	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1691093039	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1683451014	-2050883182	ForceCastOnGameplayEvent.ForceCastAbility
-1683451014	-793376955	ForceCastOnGameplayEvent.ForceCastAbility
-1682746393	-1555636522	SpiderCocoon_DataShared.LifetimeBuff
-1669199769	-2026519961	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1666587665	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1665328650	1704026958	ForceCastOnGameplayEvent.ForceCastAbility
-1664644149	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1659853306	1529659981	ForceCastOnGameplayEvent.ForceCastAbility
-1659822956	306968651	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1641644591	1168788309	AbilityThrowTowardsEventHitTarget_DataServer.NewThrowEntity
-1633556205	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1628971842	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1627838818	744300418	Script_Demount_DataServer.DemountSpellType
-1623564712	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1620680520	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1613630707	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1604026473	325658714	ForceCastOnGameplayEvent.ForceCastAbility
-1595018806	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1588047588	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1587825473	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1583533114	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1579557858	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1564254360	975866147	ForceCastOnGameplayEvent.ForceCastAbility
-1558674217	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1552062815	-930442278	Throw_Prefabs_To_Spawn.Value
-1551286374	253163764	ForceCastOnGameplayEvent.ForceCastAbility
-1547385271	1269998543	Script_ApplyBuffOnAllWithBuff_Cast_DataServer.BuffToApply
-1545173719	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1543977056	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1538523312	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1537403426	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1525424692	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1525275791	-1120391332	AbilityThrowTowardsEventHitTarget_DataServer.NewThrowEntity
-1511289700	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1509963504	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1509249975	359348925	Throw_Prefabs_To_Spawn.Value
-1507536062	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1505705712	928010188	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1503503213	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1502865710	525019977	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1500949089	-1584807109	Script_UnitSpawn_DataServer.UnitToSpawn
-1500949089	71525166	Script_UnitSpawn_DataServer.LifetimeBuff
-1500949089	1820474368	Script_UnitSpawn_DataServer.UnitSpawnBuff
-1495633537	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1493903943	123399875	BloodBuff_Corruption_SnareOnHit_DataShared.SpellType
-1493903943	1805583648	BloodBuff_Corruption_SnareOnHit_DataShared.BuffType
-1484048118	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1483130162	355774169	Script_Knockback_Wall_Buff_DataServer.BuffType
-1463516461	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1458465094	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1449631170	1348079791	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1435765545	-509302623	RadialZone_Environment_Data.Debuff
-1435714402	-2081714952	ForceCastOnGameplayEvent.ForceCastAbility
-1433407263	-1876409000	Script_ProfessorOverloadOrb_DataServer.OrbBuff
-1423960159	-171678968	Script_Lucie_ResourceDrop_PotionBuffData_DataServer.PotionBuff
-1423884099	-2108180473	Script_MultiThrow_Cast_DataServer.NewThrowEntity
-1422196107	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1420322422	734435586	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1400505344	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1399190295	-908862643	Script_Passive_SpawnPrefabOnGameplayEvent_DataServer.SpawnPrefab
-1399190295	1208483884	Script_Passive_ApplyBuffOnGameplayEvent_DataServer.ApplyBuff
-1395711815	-584529203	Script_CarriageData.ColliderPrefab
-1395711815	758863294	Script_CarriageData.DespawnBuff
-1395711815	1084521444	Script_CarriageData.ConnectBuff
-1391546313	1795477728	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1388651766	1751162820	Script_EmeryVeinBuildupData.SpawnPrefab
-1383529374	1072109427	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1381375644	1120754048	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1379130598	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
-1376704997	-359018142	Script_ApplyBuffUnderHealthThreshold_DataServer.NewBuffEntity
